Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
1st & Ten,1984,,,Outra,,6.5/10,43/100,
"Lancelot Link, Secret Chimp",1970,,,Outra,,7.5/10,43/100,
Lorna Doone,2000,,,Outra,,6.9/10,43/100,
Wagner,1983,,,Outra,,7.7/10,43/100,
Niko and the Sword of Light,2017,,,Outra,all,7.7/10,43/100,
Mata Hari,2017,,,Outra,,6.2/10,43/100,
Chacha Vidhayak Hain Humare,2018,,,Outra,,7.7/10,43/100,
Big Pacific,2017,,,Outra,all,8.4/10,43/100,
Wildest Islands,2012,,,Outra,,8.2/10,43/100,
Animal Mechanicals,2008,,,Outra,all,6.3/10,43/100,
Strange Events,2017,,,Outra,,4.8/10,43/100,
Costume Quest,2019,,,Outra,7+,7.0/10,43/100,
Spaceballs: The Animated Series,2008,,,Outra,18+,4.2/10,43/100,
Daughter of Lupin,2019,,,Outra,,6.4/10,43/100,
The Renaissance Unchained,2016,,,Outra,,8.4/10,43/100,
Joanna Lumley's Nile,2010,,,Outra,,8.1/10,43/100,
The History of Tom Jones,1997,,,Outra,,7.7/10,43/100,
Vials,2017,,,Outra,,,43/100,
Nature Cat,2015,,,Outra,all,7.2/10,43/100,
Ancient Inventions,1998,,,Outra,,7.8/10,43/100,
"Kokkoku, Moment by Moment",2018,,,Outra,18+,7.0/10,43/100,
Albert & Junior Series,2011,,,Outra,all,,43/100,
Ella the Elephant,2013,,,Outra,,,43/100,
The Danny Thomas Show,1957,,,Outra,all,7.2/10,43/100,
Ready Jet Go!,2016,,,Outra,all,6.1/10,43/100,
Ultimate Survival: Everest,2004,,,Outra,,7.3/10,43/100,
Sex Sent Me to the ER,2013,,,Outra,18+,5.4/10,42/100,
Tornado Chasers,2012,,,Outra,,8.1/10,42/100,
Dino Dan,2009,,,Outra,7+,5.6/10,42/100,
Tricky Business,2012,,,Outra,,6.0/10,42/100,
18 to Life,2010,,,Outra,,6.1/10,42/100,
Annedroids,2014,,,Outra,all,6.3/10,42/100,
Mars Rising,2007,,,Outra,7+,8.0/10,42/100,
Rage of Bahamut Virgin Soul,2017,,,Outra,,7.3/10,42/100,
The Attackers,2013,,,Outra,,7.4/10,42/100,
Atlantis High,2001,,,Outra,all,7.9/10,42/100,
All or Nothing: The Dallas Cowboys,2018,,,Outra,18+,7.7/10,42/100,
Switch,2012,,,Outra,,6.8/10,42/100,
Angel's Friends,2009,,,Outra,,7.4/10,42/100,
Girl/Girl Scene,2010,,,Outra,18+,5.3/10,42/100,
Nanny 911,2004,,,Outra,7+,5.4/10,42/100,
Curvy Girls,2011,,,Outra,,6.5/10,42/100,
Body & Soul,1993,,,Outra,,8.1/10,42/100,
Very British Problems,2015,,,Outra,,7.2/10,42/100,
Til Debt Do Us Part,2005,,,Outra,,7.9/10,42/100,
The Pitch,2012,,,Outra,,7.0/10,42/100,
Date My Dad,2017,,,Outra,all,7.1/10,42/100,
The Stinky & Dirty Show,2016,,,Outra,all,7.3/10,42/100,
Doctor in the House,1969,,,Outra,,7.6/10,42/100,
Little Princess,2007,,,Outra,all,5.7/10,42/100,
When We Go to War,2015,,,Outra,16+,6.7/10,42/100,
Bad Guy,2010,,,Outra,16+,7.7/10,42/100,
Warrior Women,2003,,,Outra,,7.9/10,41/100,
Britain's Busiest Airport: Heathrow,2015,,,Outra,,8.3/10,41/100,
Sergeant Preston of the Yukon,1955,,,Outra,,7.6/10,41/100,
Crime Stories,1999,,,Outra,,7.3/10,41/100,
Miami Swat,2009,,,Outra,,7.5/10,41/100,
Comicstaan,2018,,,Outra,18+,6.8/10,41/100,
Junk Drawer Magic,2015,,,Outra,,9.1/10,41/100,
After Hours,2015,,,Outra,16+,7.2/10,41/100,
Black Jack,1993,,,Outra,,7.6/10,41/100,
Horseland,2006,,,Outra,all,5.8/10,41/100,
Killing Bites,2018,,,Outra,18+,6.3/10,41/100,
YouTubers React,2012,,,Outra,,4.9/10,41/100,
Postcards from Buster,2004,,,Outra,all,6.0/10,41/100,
Into the Wild,2014,,148 min,Netflix,,8.5/10,41/100,A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.
Bonekickers,2008,,,Outra,,4.9/10,41/100,
ToddWorld,2004,,,Outra,,6.9/10,41/100,
Bizarre ER,2008,,,Outra,,7.7/10,41/100,
Music & Murder,2016,,,Outra,18+,8.3/10,41/100,
Wildest Latin America,2012,,,Outra,,,41/100,
The Ultimate Civil War Series,2012,,,Outra,,6.9/10,41/100,
Black Harbour,1996,,,Outra,,8.0/10,41/100,
Jayde Adams: Serious Black Jumper,2020,,,Outra,,7.3/10,41/100,
Benito: The Rise and Fall of Mussolini,1994,,,Outra,18+,5.7/10,41/100,
La Femme Musketeer,2004,,,Outra,7+,5.7/10,41/100,
Psychic Investigators,2006,,,Outra,7+,7.6/10,41/100,
Moses the Lawgiver,1975,,,Outra,all,6.1/10,41/100,
Lunch Monkeys,2009,,,Outra,,6.4/10,41/100,
Inventions That Shook the World,2011,,,Outra,all,8.3/10,41/100,
Italy's Invisible Cities,2017,,,Outra,,7.9/10,41/100,
Dino Dana,2017,,,Outra,all,7.1/10,41/100,
Pet Alien,2005,,,Outra,all,5.1/10,41/100,
Arthur & George,2015,,,Outra,all,5.6/10,40/100,
The Nightmare Worlds of H.G. Wells,2016,,,Outra,,5.9/10,40/100,
Fluffy's Food Adventures,2015,,,Outra,7+,7.4/10,40/100,
Ocean Mysteries with Jeff Corwin,2011,,,Outra,all,8.4/10,40/100,
Confessions: Animal Hoarding,2010,,,Outra,,7.0/10,40/100,
Queens,2017,,,Outra,,5.6/10,40/100,
Rob Delaney: Jackie,2020,,,Outra,,6.7/10,40/100,
Morganville: The series,2014,,,Outra,,5.7/10,40/100,
Amish Mafia,2012,,,Outra,16+,3.1/10,40/100,
Gotthard,2016,,,Outra,,6.5/10,40/100,
Circus,2010,,,Outra,7+,8.3/10,40/100,
My Girlfriend is Shobitch,2017,,,Outra,,,40/100,
Geronimo Stilton,2009,,,Outra,all,6.8/10,40/100,
Becoming a Man,2019,,,Outra,,9.2/10,40/100,
Catherine,2013,,,Outra,,7.3/10,40/100,
Flickers,1980,,,Outra,all,8.2/10,40/100,
Storage Wars: Northern Treasures,2017,,,Outra,18+,5.6/10,40/100,
Bali,2006,,,Outra,,5.5/10,40/100,
Drop Kick on my Devil!,2018,,,Outra,,6.6/10,40/100,
Your Bleeped Up Brain,2013,,,Outra,7+,7.8/10,40/100,
The Dreamstone,1990,,,Outra,all,8.1/10,40/100,
Wildest Africa,2013,,,Outra,7+,8.2/10,40/100,
Barbie Dreamtopia,2017,,,Outra,all,6.1/10,40/100,
Honest Ads,2017,,,Outra,,8.6/10,40/100,
An American Girl Story: Melody 1963 - Love Has to Win,2016,,,Outra,all,7.6/10,40/100,
Brum,1994,,,Outra,7+,6.3/10,40/100,
Private Secretary,1953,,,Outra,,8.0/10,40/100,
Most Haunted,2002,,,Outra,7+,5.0/10,40/100,
Londongrad,2015,,,Outra,7+,5.9/10,40/100,
7 Day Barre Challenge,2019,,,Outra,,,40/100,
ABC Galaxy,2015,,,Outra,,,40/100,
Ghost Stories,1997,,145 min,Netflix,,6.6/10,39/100,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
Wildest Arctic,2012,,,Outra,,8.4/10,39/100,
Angelina Ballerina,2002,,,Outra,all,5.8/10,39/100,
Shui hu zhuan,2011,,,Outra,,7.3/10,39/100,
Pan y Circo,2020,,,Outra,,6.7/10,39/100,
Barter Kings,2012,,,Outra,7+,5.1/10,39/100,
Chi's Sweet Adventure,2016,,,Outra,,7.8/10,39/100,
The New V.I.P.'s,2017,,,Outra,,,39/100,
A Woman Named Jackie,1991,,,Outra,7+,6.6/10,39/100,
Password Plus,1979,,,Outra,all,7.5/10,39/100,
Category 7: The End of the World,2005,,,Outra,7+,4.7/10,39/100,
Unsolved History,2002,,,Outra,,7.1/10,39/100,
Immortal Egypt,2016,,,Outra,,7.9/10,39/100,
Stories from the Stone Age,2004,,,Outra,all,8.5/10,39/100,
The Johnny Carson Show,1955,,,Outra,,,39/100,
Wildest Indochina,2014,,,Outra,,8.4/10,39/100,
For the Love of Jason,2020,,,Outra,18+,7.2/10,39/100,
Project G.e.e.K.e.R.,1996,,,Outra,all,7.5/10,39/100,
Down East Dickering,2014,,,Outra,,7.2/10,39/100,
Chloe's Closet,2010,,,Outra,all,6.9/10,39/100,
The Hive,2010,,,Outra,all,6.6/10,39/100,
Blockbusters,1980,,,Outra,,7.3/10,39/100,
Popeye and Son,1987,,,Outra,all,5.7/10,39/100,
Gangstars,2018,,,Outra,,6.8/10,39/100,
6ixth Sense,2002,,,Outra,,5.1/10,39/100,
Shadow Force,2008,,,Outra,16+,7.3/10,39/100,
America Divided,2016,,,Outra,16+,4.0/10,39/100,
Danger & Eggs,2017,,,Outra,all,6.9/10,39/100,
Cool McCool,1966,,,Outra,7+,7.2/10,38/100,
Life with Elizabeth,1953,,,Outra,,7.1/10,38/100,
Modern Traveler,2016,,,Outra,,,38/100,
Crime & Punishment,2002,,,Outra,,,38/100,
Inside the Mind of a Serial Killer,2015,,,Outra,,,38/100,
It's How You Get There,2017,,,Outra,,,38/100,
Civilizations,2018,,,Outra,,,38/100,
Curious Traveler,2015,,,Outra,,7.9/10,38/100,
Road Side Stories,2016,,,Outra,,,38/100,
The Prosecutors: In Pursuit of Justice,2000,,,Outra,,7.8/10,38/100,
Busytown Mysteries,2007,,,Outra,all,6.2/10,38/100,
Starhunter ReduX,2018,,,Outra,,5.6/10,38/100,
The Aces' War,2018,,,Outra,,6.9/10,38/100,
Seven Senses of the Re'Union,2018,,,Outra,,4.6/10,38/100,
The Timeline,2015,,,Outra,,8.2/10,38/100,
Roughing It,2002,,,Outra,,7.0/10,38/100,
Sneg i pepel,2015,,,Outra,,6.2/10,38/100,
One Mic Stand,2019,,,Outra,,6.6/10,38/100,
Bat Pat,2016,,,Outra,,,38/100,
Secrets of Archaeology,2014,,,Outra,,8.0/10,38/100,
Greatest Tank Battles,2010,,,Outra,7+,7.4/10,38/100,
Nightmare in Suburbia,2008,,,Outra,,7.9/10,38/100,
Extinct,2001,,,Outra,,7.3/10,38/100,
We'll Meet Again,1982,,,Outra,7+,7.1/10,38/100,
Sworn to Secrecy: Secrets of War,1998,,,Outra,16+,7.5/10,38/100,
The Video Game Years,2012,,,Outra,,8.1/10,38/100,
The Sheriffs are Coming,2012,,,Outra,all,7.1/10,38/100,
Jestination Unknown,2019,,,Outra,16+,6.1/10,38/100,
Impostors,2014,,,Outra,16+,7.7/10,38/100,
Teens React,2011,,,Outra,,5.5/10,38/100,
Medieval Dead,2013,,,Outra,,7.3/10,38/100,
Paranormal Investigators Uncut,2015,,,Outra,,,38/100,
All Things Adrienne,2018,,,Outra,,,38/100,
Comedy Brew,2009,,,Outra,,,38/100,
To Kill or to Cure,2003,,,Outra,,,38/100,
Ireland's Greatest Robberies,1970,,,Outra,,,38/100,
Glorious Gardens from Above,2014,,,Outra,,,38/100,
A Tale of Two Cities,1980,,,Outra,,6.6/10,38/100,
Extreme Forensics,2008,,,Outra,,7.9/10,38/100,
Miracle Pets,2001,,,Outra,,7.5/10,38/100,
999: Killer on the Line?,2016,,,Outra,,7.1/10,38/100,
Time Team America,2009,,,Outra,all,6.9/10,38/100,
Small Business Revolution: Main Street,2016,,,Outra,,7.4/10,38/100,
Cosmic Quantum Ray,2010,,,Outra,7+,5.7/10,38/100,
Final Life,2017,,,Outra,,5.4/10,38/100,
The Californians,1957,,,Outra,,7.3/10,38/100,
那年花開月正圓,2017,,,Outra,7+,7.8/10,38/100,
Minecraft Villagers,2013,,,Outra,,8.0/10,38/100,
Boundless,2013,,,Outra,7+,7.6/10,37/100,
Kids React,2010,,,Outra,,4.9/10,37/100,
Screen Two,1985,,,Outra,,6.3/10,37/100,
The Vigilantes in Masks,2011,,,Outra,16+,7.9/10,37/100,
The Bug Diaries,2019,,,Outra,all,7.0/10,37/100,
Wild North,2015,,,Outra,,7.3/10,37/100,
Top Gear: Ambitious But Rubbish,2014,,,Outra,,,37/100,
Empires,2000,,,Outra,all,,37/100,
The Snowy Day,2016,,,Outra,all,7.5/10,37/100,
Hackers of CypherCon,2018,,,Outra,,8.6/10,37/100,
Snog Marry Avoid?,2008,,,Outra,,5.4/10,37/100,
Wishenpoof!,2015,,,Outra,all,5.0/10,37/100,
Tokyo Vampire Hotel,2018,,,Outra,,6.1/10,37/100,
Hot Girl,2016,,,Outra,,7.0/10,37/100,
Wheel Sharks,2013,,,Outra,,,37/100,
Legends of Power with Tony Robinson,2003,,,Outra,,,37/100,
DNA Detectives,2011,,,Outra,,,37/100,
Underground: La Historia del Reggeaton,2020,,,Outra,,,37/100,
Luxury Life,2016,,,Outra,,,37/100,
Great Family Adventures,2011,,,Outra,,,37/100,
Pet Moms,2018,,,Outra,,,37/100,
Perfect Couple,2014,,,Outra,,8.2/10,37/100,
The Other F Word,2017,,,Outra,,7.8/10,37/100,
World War II The Last Heroes,2011,,,Outra,,8.5/10,37/100,
Stacey David's GearZ,2010,,,Outra,all,8.8/10,37/100,
Battlefield Recovery,2016,,,Outra,,6.5/10,37/100,
LEGO City,2011,,,Outra,all,5.4/10,37/100,
Creative Galaxy,2013,,,Outra,all,5.0/10,37/100,
Life on Fire,2010,,,Outra,,8.4/10,37/100,
Prime Rewind: Inside the Boys,2020,,,Outra,18+,5.6/10,37/100,
Austin Stevens - Adventures,2009,,,Outra,,8.1/10,37/100,
Bulge Bracket,2020,,,Outra,,5.2/10,37/100,
If You Give a Mouse a Cookie,2015,,,Outra,7+,6.4/10,37/100,
Faster with Finnegan,2020,,,Outra,,,37/100,
Chillers,1990,,,Outra,,6.7/10,36/100,
Nature's Power Revealed,2011,,,Outra,,9.0/10,36/100,
Ground Warfare,2010,,,Outra,,,36/100,
Billion Dollar Wreck,2016,,,Outra,7+,4.7/10,36/100,
Disasters of the Century,2004,,,Outra,7+,6.4/10,36/100,
Dino the Dinosaur,2016,,,Outra,all,7.1/10,36/100,
Sangre Negra,2017,,,Outra,,8.5/10,36/100,
Tainted Dreams,2017,,,Outra,,7.6/10,36/100,
A Craftsman’s Legacy,2014,,,Outra,all,8.5/10,36/100,
Lidia's Kitchen,2013,,,Outra,all,7.9/10,36/100,
Noveltoon,1943,,,Outra,7+,,36/100,
Color Crew,2015,,,Outra,all,5.5/10,36/100,
Nikola Tesla and the End of the World,2015,,,Outra,,4.9/10,36/100,
Life in the Carolinas,2008,,,Outra,,8.0/10,36/100,
FBI Takedowns,2015,,,Outra,7+,8.0/10,36/100,
Bad Ink,2013,,,Outra,16+,5.7/10,36/100,
Ilana Glazer: The Planet Is Burning,2020,,,Outra,,3.9/10,36/100,
Diagnosis: Unknown,2002,,,Outra,,8.6/10,36/100,
Build a New Life In the Country,2005,,,Outra,,7.9/10,36/100,
Christmas Through the Decades,2015,,,Outra,,8.2/10,36/100,
Private Sales,2016,,,Outra,,5.7/10,36/100,
부릉! 부릉! 브루미즈,2012,,,Outra,,4.6/10,36/100,
The Curse of King Tut's Tomb,2006,,,Outra,,4.4/10,36/100,
Eat. Race. Win.,2018,,,Outra,,7.1/10,36/100,
Nurses Who Kill,2016,,,Outra,,5.8/10,36/100,
Trail of Tears,1999,,,Outra,all,8.2/10,36/100,
Fight Night: White Collar Boxing,2005,,,Outra,,,36/100,
Constitution USA with Peter Sagal,2013,,,Outra,,,36/100,
Kung Food,2011,,,Outra,,,36/100,
Get the Fork Out,2018,,,Outra,,,36/100,
Hidden Europe,2002,,,Outra,,,36/100,
Happy Marriage!?,2016,,,Outra,,6.4/10,36/100,
Grand Tours of Scotland's Lochs,2017,,,Outra,,8.4/10,36/100,
WWII in the Pacific,2015,,,Outra,7+,,36/100,
"Glenn Martin, DDS",2009,,,Outra,16+,4.2/10,36/100,
Zack Morris is Trash,2017,,,Outra,,7.4/10,36/100,
The Kacey Musgraves Christmas Show,2019,,,Outra,,7.2/10,36/100,
Thelma's Gypsy Girls,2012,,,Outra,,6.6/10,36/100,
I Am Innocent,2015,,,Outra,18+,7.3/10,36/100,
Baby Talk,1991,,,Outra,all,4.1/10,36/100,
"Rich Bride, Poor Bride",2006,,,Outra,all,6.2/10,36/100,
Delayed Gratification Series,2017,,,Outra,,8.7/10,36/100,
Betsy's Kindergarten Adventures,2008,,,Outra,all,4.9/10,36/100,
Long Haired Businessmen,2013,,,Outra,,8.5/10,35/100,
Cut the Rope - Om Nom Stories,2012,,,Outra,all,6.0/10,35/100,
Drovers' Gold,1997,,,Outra,,7.6/10,35/100,
Dance Moms: Miami,2012,,,Outra,16+,3.8/10,35/100,
Crackanory,2013,,,Outra,,7.0/10,35/100,
Mary Portas: Secret Shopper,2011,,,Outra,,6.7/10,35/100,
Knock Knock Ghost,2015,,,Outra,13+,5.2/10,35/100,
Mobile,2007,,,Outra,,7.5/10,35/100,
Killer Wave,2007,,,Outra,16+,4.3/10,35/100,
Edward and Mary: The Unknown Tudors,2002,,,Outra,,7.4/10,35/100,
Big Easy Motors,2016,,,Outra,7+,6.5/10,35/100,
Vanity,2015,,,Outra,,7.1/10,35/100,
The R.I.P. Files,2012,,,Outra,,7.1/10,35/100,
Shark Gordon,2000,,,Outra,,8.9/10,35/100,
Dangerous Encounters,2005,,,Outra,all,7.3/10,35/100,
Foxy Ladies,2016,,,Outra,,6.1/10,35/100,
Puppy in My Pocket,2010,,,Outra,,4.5/10,35/100,
The Pickwick Papers,1985,,,Outra,,7.2/10,35/100,
Fukuyadou Honpo: Kyoto Love Story,2016,,,Outra,,6.8/10,35/100,
The Crimean War,2018,,,Outra,,7.7/10,35/100,
Stories of Saints for Kids,2016,,,Outra,,,35/100,
Zoo Babies,2009,,,Outra,,,35/100,
Episode #6.9,1990,,,Outra,,,35/100,
Cowboy Country: The American Cowboy,2000,,,Outra,,,35/100,
Cooking at the Academy,1991,,,Outra,,,35/100,
Islam and the West,2011,,,Outra,all,,35/100,
Beat the Clock,1979,,,Outra,,6.8/10,35/100,
Enchantimals: Tales from Everwilde,2018,,,Outra,all,6.6/10,35/100,
Queen Victoria's Letters: A Monarch Unveiled,2014,,,Outra,,8.1/10,35/100,
Kremen. Osvobozhdenie,2013,,,Outra,,5.8/10,35/100,
Wipeout (AU),2009,,,Outra,,6.1/10,35/100,
Kemurikusa,2019,,,Outra,all,7.1/10,35/100,
Travel With Kids,2011,,,Outra,all,6.2/10,35/100,
I killed my BFF,2012,,,Outra,,7.0/10,35/100,
Xploration DIY Sci,2016,,,Outra,all,8.8/10,34/100,
Rome,2012,,,Outra,,5.6/10,34/100,
Engineering Giants,2012,,,Outra,,8.5/10,34/100,
Ladylike,2016,,,Outra,,6.1/10,34/100,
Inside the Tube: Going Underground,2017,,,Outra,,8.2/10,34/100,
Beyond,2005,,,Outra,,7.0/10,34/100,
Interpol Investigates,2004,,,Outra,,7.0/10,34/100,
Hotel GB,2012,,,Outra,,6.1/10,34/100,
Owlegories,2016,,,Outra,,8.5/10,34/100,
Teletubbies: Nursery Rhymes,2017,,,Outra,,5.2/10,34/100,
Big Shrimpin',2011,,,Outra,16+,6.0/10,34/100,
Bordertown: Laredo,2011,,,Outra,,6.9/10,34/100,
Design Squad,2007,,,Outra,all,8.5/10,34/100,
Elders React,2012,,,Outra,,5.8/10,34/100,
The Bumble Nums,2017,,,Outra,all,7.2/10,34/100,
Qumi-Qumi,2012,,,Outra,,7.9/10,34/100,
Inside Jokes,2018,,,Outra,16+,7.3/10,34/100,
Plane Resurrection,2016,,,Outra,,7.3/10,34/100,
Sketch,2018,,,Outra,,,34/100,
Fanny by Gaslight,1981,,,Outra,18+,6.5/10,34/100,
72 Hours,2013,,,Outra,16+,5.9/10,34/100,
Cam & Leon,2017,,,Outra,,6.7/10,34/100,
Ghost Dimension,2016,,,Outra,7+,6.0/10,34/100,
The Hunt,2014,,,Outra,,6.5/10,34/100,
Wild About Animals,1995,,,Outra,,7.5/10,34/100,
Catherine the Great,2015,,,Outra,,6.7/10,34/100,
Bookaboo,2016,,,Outra,all,7.8/10,34/100,
For the Love of Ray J,2009,,,Outra,,3.2/10,34/100,
Jessy & Nessy,2020,,,Outra,all,8.0/10,33/100,
Kids on the Edge,2016,,,Outra,,7.6/10,33/100,
Double Your House for Half the Money,2012,,,Outra,,6.9/10,33/100,
Bump!,2005,,,Outra,,5.8/10,33/100,
"Frauen, die Geschichte machten",2013,,,Outra,,7.3/10,33/100,
First Civilizations,2018,,,Outra,,6.8/10,33/100,
Wir Geiseln der SS,2015,,,Outra,7+,7.3/10,33/100,
Mopar or No Car,2007,,,Outra,,,33/100,
The Surgeons,2003,,,Outra,16+,,33/100,
Talking Tom Shorts,2014,,,Outra,,,33/100,
Fresh Tracks,2016,,,Outra,,8.8/10,33/100,
Flipping Boston,2012,,,Outra,,6.9/10,33/100,
American Treasures,2010,,,Outra,,7.0/10,33/100,
Mr Swimmer,2018,,,Outra,,7.4/10,33/100,
Flying Through Time,2004,,,Outra,all,,33/100,
Looped,2016,,,Outra,all,5.8/10,33/100,
PowerNation: Engine Power,2014,,,Outra,all,7.7/10,33/100,
Pompidou,2015,,,Outra,,4.1/10,33/100,
Immortalized,2013,,,Outra,,4.4/10,33/100,
Hope and Wire,2014,,,Outra,,6.2/10,33/100,
Brandi and Jarrod: Married to the Job,2014,,,Outra,7+,4.2/10,33/100,
Anna's Wild Life,2011,,,Outra,all,8.4/10,33/100,
New York Confidential,2017,,,Outra,,7.9/10,33/100,
Handy Bean,2018,,,Outra,,6.8/10,33/100,
Mix Master,2011,,,Outra,,7.9/10,33/100,
SciGirls,2010,,,Outra,all,7.5/10,33/100,
Today's Homeowner with Danny Lipford,1998,,,Outra,all,8.9/10,32/100,
Gangster Empire: Rise of the Mob,2013,,,Outra,16+,5.6/10,32/100,
A Path Appears,2016,,,Outra,,7.6/10,32/100,
Strictly Ballet,2014,,,Outra,,6.5/10,32/100,
Beyond the Tattoo,2017,,,Outra,,6.7/10,32/100,
The Suspects: True Australian Thrillers,2010,,,Outra,16+,7.9/10,32/100,
UQ Holder!,2017,,,Outra,,,32/100,
Deals from the Dark Side,2011,,,Outra,,6.5/10,32/100,
Conversations in L.A.,2017,,,Outra,,6.7/10,32/100,
Making It in Music City,2017,,,Outra,,7.3/10,32/100,
Infidelity,2015,,,Outra,,6.4/10,32/100,
Stalkers Who Kill,2016,,,Outra,,3.8/10,32/100,
Shelldon,2009,,,Outra,all,5.8/10,32/100,
Thurston,2011,,,Outra,,6.3/10,32/100,
Crime Inc,2010,,,Outra,,6.5/10,32/100,
The Irish Mob,2016,,,Outra,16+,7.5/10,32/100,
Buried Secrets,2005,,,Outra,,7.4/10,32/100,
Wendy,2013,,,Outra,7+,5.9/10,32/100,
Worth It: Lifestyle,2017,,,Outra,,7.6/10,32/100,
Troy the Train of Car City,2016,,,Outra,,7.5/10,32/100,
The Underdogs,2010,,,Outra,all,8.3/10,32/100,
Discovering the World,2019,,,Outra,,6.7/10,32/100,
Hitler's Propaganda Machine,2017,,,Outra,,8.0/10,31/100,
A Desert Between Us and Them,2013,,,Outra,,7.5/10,31/100,
Ancient Warriors,1994,,,Outra,,6.2/10,31/100,
The Presidents: From Politics to Power,2014,,,Outra,,6.4/10,31/100,
Napoleon Hill's Master Key,1993,,,Outra,,6.8/10,31/100,
Outsmarted,2017,,,Outra,,7.7/10,31/100,
WellieWishers,2016,,,Outra,,7.0/10,31/100,
Monster Hunters,2002,,,Outra,,4.7/10,31/100,
Steps to the Future,2010,,,Outra,,,31/100,
edebits,2000,,,Outra,all,,31/100,
Hey Qween,2018,,,Outra,,6.0/10,31/100,
The Amazing Gayl Pile,2015,,,Outra,,4.6/10,31/100,
Voyage of the Continents,2012,,,Outra,,7.0/10,31/100,
Serial Swindlers,2018,,,Outra,,7.2/10,31/100,
Love It or Lose It,2004,,,Outra,,6.1/10,31/100,
Wrench Wars,2017,,,Outra,,5.7/10,31/100,
Hollywood Couples,2006,,,Outra,,7.2/10,31/100,
DoongDoong,2020,,,Outra,,6.8/10,31/100,
Gordon the Garden Gnome,2005,,,Outra,all,7.4/10,31/100,
The Weather Files,2018,,,Outra,,7.6/10,31/100,
Superships,2001,,,Outra,all,7.6/10,31/100,
Grand Star,2007,,,Outra,,5.4/10,31/100,
Vatican Miracle Examiner,2017,,,Outra,,6.5/10,30/100,
The Source Series,2014,,,Outra,,7.3/10,30/100,
The Really Big Flip,2017,,,Outra,,6.3/10,30/100,
The Urban Vegetarian,2017,,,Outra,,5.5/10,30/100,
War in the Pacific,2017,,,Outra,,5.9/10,30/100,
Iconic Characters,2018,,,Outra,,6.8/10,30/100,
The World's Funniest Moments,2008,,,Outra,,2.9/10,30/100,
Museum Diaries,2014,,,Outra,,6.2/10,30/100,
Critical Rescue,2003,,,Outra,,5.9/10,30/100,
Vinnie Jones' Toughest Cops,2009,,,Outra,,7.1/10,30/100,
St. Bears Doll's Hospital,1998,,,Outra,,5.7/10,30/100,
Millenniums,2018,,,Outra,,6.2/10,30/100,
Counting with Paula,2015,,,Outra,,6.1/10,30/100,
Very Superstitious with George Lopez,2018,,,Outra,,6.7/10,30/100,
Fashion News Live,2004,,,Outra,,6.5/10,29/100,
Ultimate Journeys,2013,,,Outra,,7.5/10,29/100,
A Year to Remember,2011,,,Outra,,6.3/10,29/100,
The American Dream Project,2015,,,Outra,,6.8/10,29/100,
American Daredevils,2013,,,Outra,16+,6.2/10,29/100,
Ritual,2017,,,Outra,,7.7/10,29/100,
Mission NinetyTwo,2015,,,Outra,,4.6/10,29/100,
Boing: The Play Ranger,2015,,,Outra,,7.3/10,29/100,
Mario Lopez: Saved By the Baby,2010,,,Outra,,5.5/10,29/100,
New York Goes to Hollywood,2008,,,Outra,,4.6/10,29/100,
About Him: Freshman Year,2017,,,Outra,,,29/100,
Innovation Nation,2011,,,Outra,,7.1/10,29/100,
Hilarious Helmet History,2017,,,Outra,,6.6/10,29/100,
NOVA Wonders,2018,,,Outra,all,7.6/10,29/100,
Dangerous Waters,2013,,,Outra,,7.0/10,29/100,
One-Eyed Horse: The Series,2009,,,Outra,,3.9/10,29/100,
Sam's Game,2001,,,Outra,,5.6/10,29/100,
Anthony Bourdain Explains Everything,1970,,,Outra,,,29/100,
Carl's Car Wash - Super Simple,2016,,,Outra,,6.2/10,29/100,
Nerve Center,2012,,,Outra,7+,6.6/10,29/100,
Main courante,2012,,,Outra,,6.4/10,29/100,
Xploration Earth 2050,2014,,,Outra,,7.7/10,28/100,
MegaWorld,2008,,,Outra,all,6.8/10,28/100,
Gnarfs,2003,,,Outra,,5.3/10,28/100,
Wildlife Quest,2016,,,Outra,,6.1/10,28/100,
"The Vietnam War: Before, During, After",2017,,,Outra,,7.4/10,28/100,
Strange Love,2005,,,Outra,,2.4/10,28/100,
Instruments of Death,2012,,,Outra,,8.0/10,28/100,
Fountain Of Youth,2017,,,Outra,,5.8/10,28/100,
Yaya et Zouk,2015,,,Outra,,4.0/10,28/100,
Death Unexplained,2012,,,Outra,,7.4/10,28/100,
Avoiding Apocalypse,2012,,,Outra,,5.6/10,27/100,
Could It Be A Miracle,1997,,,Outra,,7.2/10,27/100,
Stable Wars: Del Mar,2014,,,Outra,,,27/100,
Liquor House Comedy,2017,,,Outra,,,27/100,
MegaSpeed,2014,,,Outra,,4.4/10,27/100,
ViR: The Robot Boy,2013,,,Outra,,2.8/10,27/100,
JFK - A New World Order,2013,,,Outra,7+,7.0/10,27/100,
"#MeToo, Now What?",2018,,,Outra,,7.0/10,27/100,
Favorite Places,2012,,,Outra,,2.4/10,27/100,
