Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Clarkson's Farm,2021,45 min,2 Seasons,Outra,7+,9.2/10,76/100,
Gavin & Stacey,2007,29 min,3 Seasons,Outra,16+,8.1/10,75/100,
Homecoming,2018,30 min,2 Seasons,Outra,18+,7.5/10,74/100,"Good intentions. Erratic bosses. Mounting paranoia. Unforeseen consequences spiraling out of control. Heidi (Julia Roberts) works at Homecoming, a facility helping soldiers transition to civilian life. Years later she has started a new life, when the Department of Defense questions why she left Homecoming. Heidi realizes there's a whole other story behind the one she's been telling herself."
City on a Hill,2019,60 min,3 Seasons,Outra,18+,7.6/10,74/100,"In the early 1990s, Boston was rife with violence. Police corruption and racism were the norm - and then it all changed in what was called the ""Boston Miracle."" In this fictional account, Assistant District Attorney Decourcy Ward (Aldis Hodge) comes from Brooklyn and forms an unlikely alliance with a corrupt yet venerated FBI veteran, Jackie Rohr (Kevin Bacon). Together, they take on a family of armored car robbers in a case that grows to involve, and ultimately subvert, the entire criminal justice system of Boston."
Patrick Melrose,2018,302 min,1 Seasons,Outra,18+,8.1/10,74/100,"Get ready for the lowdown on the British upper class. This five-part limited series based on the acclaimed novels by Edward St. Aubyn tracks Patrick from a privileged but deeply traumatic childhood in the South of France through severe substance abuse in his twenties in New York and, ultimately, toward recovery back home in Britain."
Queer as Folk,1999,47 min,5 Seasons,Outra,18+,8.2/10,74/100,"Based on the British series of the same name, Showtime's 'Queer as Folk' presents the American version. Following the lives of five gay men in Pittsburgh, 'Queer as Folk' is a riveting drama full of sex, drugs, adventure, friendship and love. Although the creators of 'Queer as Folk' wanted to present an honest depiction of gay life, it is by no means a comprehensive depiction. In addition to the usual sexual escapades and relationships of the five friends, the show explores critical gay political and health issues."
Flack,2019,60 min,2 Seasons,Outra,16+,7.2/10,74/100,Bad Behavior. Great Publicists. Ever wonder what the real story is behind those celebrity gossip columns? Flack has all the dirt. Four quick-witted and relentless flackers are tasked to make the best of their celebrity clients' terrible decisions.
Mozart in the Jungle,2014,29 min,4 Seasons,Outra,18+,8.1/10,74/100,
The Tick,2016,29 min,2 Seasons,Outra,7+,7.4/10,74/100,
Tales from the Loop,2020,50 min,1 Seasons,Outra,18+,7.5/10,72/100,"Beneath a small town exists The Loop, a scientific research facility. The townspeople end up experiencing an altered version of reality, where impossible things become possible. Each episode follows one townsperson, or a particular group of townspeople, and their experiences with The Loop."
Fortitude,2015,60 min,3 Seasons,Outra,18+,7.4/10,72/100,"Fortitude is a place like nowhere else on Earth. Surrounded by the savage beauty of the polar landscape, its future sparkling with the promise of Arctic opportunity, wealth and discovery, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now."
The Tunnel,2013,60 min,3 Seasons,Outra,18+,7.9/10,72/100,"Set primarily in Folkestone and Calais where detectives Karl Roebuck and Elise Wassermann are called to investigate the death of a French politician. When a shocking discovery is made at the crime scene, the pair is forced into an uneasy partnership as they seek out a politically-motivated serial killer who draws them into his own personal agenda."
The Wilds,2020,,2 Seasons,Outra,16+,7.3/10,72/100,
A Very English Scandal,2018,180 min,1 Seasons,Outra,16+,7.7/10,72/100,"What is known as the Thorpe affair, centered on the at the time clandestine homosexual affair between Liberal MP and later Liberal Party leader Jeremy Thorpe and stable boy Norman Scott, that affair when sodomy was still illegal in Britain, is the main feature of the story presented. The story culminates in 1979 with Jeremy put on trial for conspiracy and incitement to murder, the attempt on Norman's life all in an effort to rid him from Jeremy's life in his aspiration to become British Prime Minister at whatever cost, part of that cost being to remain in the closet despite having men on the side throughout his adult life. The imbalance between Jeremy and Norman both during their relationship and in their adversarial battle after the end of that relationship is also shown, older, ambitious Jeremy, from a proper English background, part of the establishment, and younger Norman, from the disadvantaged class, he who also suffered from clinical psychological issues, having nothing to lose in not being afraid to be loud and queer regardless of what the general public thought of him. Much of that struggle was Norman's simple want for a replacement National Insurance card to be able to work and receive benefits, his original card which he ""lost"" in a measure to protect Jeremy from potentially being outed."
Salvation,2017,43 min,2 Seasons,Outra,16+,7.0/10,72/100,Salvation centers on an MIT grad student and a tech superstar who bring a low-level Pentagon official a staggering discovery--that an asteroid is just six months away from colliding with Earth. The show centers on the ramifications of the discovery of an asteroid that will impact the Earth in just six months and the attempts to prevent it.
The Underground Railroad,2021,593 min,1 Seasons,Outra,18+,7.3/10,72/100,
Red Oaks,2014,30 min,3 Seasons,Outra,18+,7.9/10,72/100,
Tell Me Your Secrets,2021,,1 Seasons,Outra,18+,7.4/10,72/100,"Follows a trio of characters, each with a mysterious and troubling past: a young woman who once looked into the eyes of a dangerous killer, a former serial predator desperate to find redemption, and a grieving mother obsessed with finding her missing daughter. As each of them is pushed to the edge, the truth about their pasts and motives grows ever murkier, blurring the lines between victim and perpetrator."
Transparent,2014,30 min,5 Seasons,Outra,18+,7.7/10,72/100,"Mort has a secret that he really wants to tell his three adult children, who are so self-absorbed they don't see that something has changed for divorced, girlfriendless dad. Even when he invites them to dinner en masse to share his news, somehow, the conversation becomes about them. The secret unfolds, though, when he comes home and sees his married daughter getting intimate with her ex. Now, he knows her secret; she learns his; and the dysfunctional family finds one secret after another being exposed."
Loudermilk,2017,30 min,3 Seasons,Outra,18+,7.8/10,72/100,
Britannia,2018,60 min,3 Seasons,Outra,16+,6.8/10,72/100,"In 43 AD, the Roman Army - determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can channel the powerful forces of the underworld. Or so they say."
ZeroZeroZero,2020,60 min,1 Seasons,Outra,18+,8.2/10,71/100,
Philip K. Dick's Electric Dreams,2017,60 min,1 Seasons,Outra,18+,7.3/10,71/100,
Vinland Saga,2019,24 min,1 Seasons,Outra,16+,8.8/10,71/100,"A young man named Thorfinn finds himself in a quest for revenge against his father's killer. Firstly indulged in the aparent greatness of war and honor, Thorfinn quickly changes as he endures having to survive alone and then alongside the man he vows to kill, developing conflicting emotions towards the causality of his past and present life."
Truth Seekers,2020,223 min,1 Seasons,Outra,16+,7.1/10,71/100,
"Magnum, P.I.",1980,48 min,8 Seasons,Outra,7+,7.5/10,70/100,"Thomas Sullivan Magnum IV (Tom Selleck) is an ex-Navy ""NIA"" (ONI) Lieutenant, and Vietnam Special Ops veteran who resigned his commission at age thirty-three because he never got to be twenty-three. On the beautiful Hawaiian islands, Magnum is a P.I. who enjoys life, his buddies, and who works just hard enough to keep it real."
Hunters,2020,60 min,2 Seasons,Outra,18+,7.2/10,70/100,
"Eerie, Indiana",1991,30 min,1 Seasons,Outra,7+,8.2/10,70/100,"When Marshall Teller's (Omri Katz) family moves to the small rural town of Eerie, Indiana (pop. 16,661), he discovers that their new home ""is the center of weirdness for the universe."" Elvis (Steve Peri) lives there, as do twin brothers (Dan and Don Stanton) who stay young by sleeping in Foreverware. Each episode, Marshall and his friend Simon (Justin Shenkarow) collect evidence of the many creepy things happening in their far-from-ordinary hometown."
The Andy Griffith Show,1960,30 min,8 Seasons,Outra,all,8.3/10,70/100,
Mirzapur,2018,60 min,2 Seasons,Outra,18+,8.4/10,69/100,"The iron-fisted Akhandanand Tripathi is a millionaire carpet exporter and the mafia don of Mirzapur. His son, Munna, is an unworthy, power-hungry heir who will stop at nothing to inherit his father's legacy. An incident at a wedding procession forces him to cross paths with Ramakant Pandit, an upstanding lawyer, and his sons, Guddu and Bablu. It snowballs into a game of ambition, power and greed that threatens the fabric of this lawless city!"
